2020-01-09 19:16:25	1	信号0
2020-01-09 19:16:26	1	信号0
2020-01-09 19:16:27	1	信号0
2020-01-09 19:16:28	1	信号0
2020-01-09 19:16:29	1	信号0
2020-01-09 19:16:30	1	信号0
2020-01-09 19:16:31	1	信号0
2020-01-09 19:16:32	1	信号0
2020-01-09 19:16:33	1	信号0
2020-01-09 19:16:34	1	信号0
2020-01-09 19:16:35	1	信号0
2020-01-09 19:16:36	1	信号0
2020-01-09 19:16:37	1	信号0
2020-01-09 19:16:38	1	信号0
2020-01-09 19:16:39	1	信号0
2020-01-09 19:16:40	1	信号0
2020-01-09 19:16:41	1	信号0
2020-01-09 19:16:42	1	信号0
2020-01-09 19:16:43	1	信号0
2020-01-09 19:16:44	1	信号0
2020-01-09 19:16:45	1	信号0
2020-01-09 19:16:46	1	信号0
2020-01-09 19:16:47	1	信号0
2020-01-09 19:16:48	1	信号0
2020-01-09 19:16:49	1	信号0
2020-01-09 19:16:50	1	信号0
2020-01-09 19:16:51	1	信号0
2020-01-09 19:16:52	1	信号0
2020-01-09 19:16:53	1	信号0
2020-01-09 19:16:54	1	信号0
2020-01-09 19:16:55	1	信号0
2020-01-09 19:16:56	1	信号0
2020-01-09 19:16:57	1	信号0
2020-01-09 19:16:58	1	信号0
2020-01-09 19:16:59	1	信号0
2020-01-09 19:17:00	1	信号0
2020-01-09 19:17:01	1	信号0
2020-01-09 19:17:02	1	信号0
2020-01-09 19:17:03	1	信号0
2020-01-09 19:17:04	1	信号0
2020-01-09 19:17:05	1	信号0
2020-01-09 19:17:06	1	信号0
2020-01-09 19:17:07	1	信号0
2020-01-09 19:17:08	1	信号0
2020-01-09 19:17:09	1	信号0
2020-01-09 19:17:10	1	信号0
2020-01-09 19:17:11	1	信号0
2020-01-09 19:17:12	1	信号0
2020-01-09 19:17:13	1	信号0
2020-01-09 19:17:14	1	信号0
2020-01-09 19:17:15	1	信号0
2020-01-09 19:17:16	1	信号0
2020-01-09 19:17:17	1	信号0
2020-01-09 19:17:18	1	信号0
2020-01-09 19:17:19	1	信号0
2020-01-09 19:17:19	1	信号0
2020-01-09 19:17:20	1	信号0
2020-01-09 19:17:20	1	信号0
2020-01-09 19:17:21	1	信号0
2020-01-09 19:17:21	1	信号0
2020-01-09 19:17:22	1	信号0
2020-01-09 19:17:22	1	信号0
2020-01-09 19:17:23	1	信号0
2020-01-09 19:17:23	1	信号0
2020-01-09 19:17:24	1	信号0
2020-01-09 19:17:24	1	信号0
2020-01-09 19:17:25	1	信号0
2020-01-09 19:17:25	1	信号0
2020-01-09 19:17:26	1	信号0
2020-01-09 19:17:26	1	信号0
2020-01-09 19:17:27	1	信号0
2020-01-09 19:17:27	1	信号0
2020-01-09 19:17:28	1	信号0
2020-01-09 19:17:29	1	信号0
2020-01-09 19:17:30	1	信号0
2020-01-09 19:17:31	1	信号0
2020-01-09 19:17:32	1	信号0
2020-01-09 19:17:33	1	信号0
2020-01-09 19:17:34	1	信号0
2020-01-09 19:17:35	1	信号0
2020-01-09 19:17:36	1	信号0
2020-01-09 19:17:37	1	信号0
2020-01-09 19:17:38	1	信号0
2020-01-09 19:17:39	1	信号0
2020-01-09 19:17:40	1	信号0
2020-01-09 19:17:41	1	信号0
2020-01-09 19:17:42	1	信号0
2020-01-09 19:17:43	1	信号0
2020-01-09 19:17:44	1	信号0
2020-01-09 19:17:45	1	信号0
2020-01-09 19:17:46	1	信号0
2020-01-09 19:17:47	1	信号0
2020-01-09 19:17:48	1	信号0
2020-01-09 19:17:49	1	信号0
2020-01-09 19:17:50	1	信号0
2020-01-09 19:19:19	1	信号0
2020-01-09 19:19:20	1	信号0
2020-01-09 19:19:21	1	信号0
2020-01-09 19:19:22	1	信号0
2020-01-09 19:19:23	1	信号0
2020-01-09 19:19:24	1	信号0
2020-01-09 19:19:25	1	信号0
2020-01-09 19:19:26	1	信号0
2020-01-09 19:19:27	1	信号0
2020-01-09 19:19:28	1	信号0
2020-01-09 19:19:42	1	信号0
2020-01-09 19:19:43	1	信号0
2020-01-09 19:19:44	1	信号0
2020-01-09 19:19:45	1	信号0
2020-01-09 19:19:46	1	信号0
2020-01-09 19:19:47	1	信号0
2020-01-09 19:19:48	1	信号0
2020-01-09 19:19:49	1	信号0
2020-01-09 19:19:50	1	信号0
2020-01-09 19:19:50	1	信号1
2020-01-09 19:19:51	1	信号0
2020-01-09 19:19:52	1	信号0
2020-01-09 19:19:53	1	信号0
2020-01-09 19:19:54	1	信号0
2020-01-09 19:19:55	1	信号0
2020-01-09 19:19:56	1	信号0
2020-01-09 19:19:57	1	信号0
2020-01-09 19:19:58	1	信号0
2020-01-09 19:19:59	1	信号0
2020-01-09 19:20:00	1	信号0
2020-01-09 19:20:01	1	信号0
2020-01-09 19:20:02	1	信号0
2020-01-09 19:20:03	1	信号0
2020-01-09 19:20:04	1	信号0
2020-01-09 19:20:05	1	信号0
2020-01-09 19:20:06	1	信号0
2020-01-09 19:20:07	1	信号0
2020-01-09 19:24:13	1	进程 21077 收到信号 0
2020-01-09 19:24:14	1	进程 21077 收到信号 0
2020-01-09 19:24:15	1	进程 21077 收到信号 0
2020-01-09 19:24:16	1	进程 21077 收到信号 0
2020-01-09 19:24:27	1	进程 21091 收到信号 0
2020-01-09 19:24:28	1	进程 21091 收到信号 0
2020-01-09 19:24:29	1	进程 21091 收到信号 0
2020-01-09 19:24:30	1	进程 21091 收到信号 0
2020-01-09 19:24:31	1	进程 21091 收到信号 0
2020-01-09 19:24:32	1	进程 21091 收到信号 0
2020-01-09 19:24:33	1	进程 21091 收到信号 0
2020-01-09 19:24:34	1	进程 21091 收到信号 0
2020-01-09 19:24:35	1	进程 21091 收到信号 0
2020-01-09 19:24:36	1	进程 21091 收到信号 0
2020-01-09 19:24:37	1	进程 21091 收到信号 0
2020-01-09 19:24:38	1	进程 21091 收到信号 0
2020-01-09 19:24:39	1	进程 21091 收到信号 0
2020-01-09 19:24:40	1	进程 21091 收到信号 0
2020-01-09 19:24:41	1	进程 21091 收到信号 0
2020-01-09 19:24:42	1	进程 21091 收到信号 0
2020-01-09 19:24:43	1	进程 21091 收到信号 0
2020-01-09 19:25:12	1	进程 21146 收到信号 0
2020-01-09 19:25:13	1	进程 21146 收到信号 0
2020-01-09 19:25:14	1	进程 21146 收到信号 0
2020-01-09 19:25:15	1	进程 21146 收到信号 0
2020-01-09 19:25:16	1	进程 21146 收到信号 0
2020-01-09 19:25:17	1	进程 21146 收到信号 0
2020-01-09 19:25:18	1	进程 21146 收到信号 0
2020-01-09 19:25:19	1	进程 21146 收到信号 0
2020-01-09 19:25:20	1	进程 21146 收到信号 0
2020-01-09 19:25:21	1	进程 21146 收到信号 0
2020-01-09 19:25:22	1	进程 21146 收到信号 0
2020-01-09 19:25:23	1	进程 21146 收到信号 0
2020-01-09 19:25:24	1	进程 21146 收到信号 0
2020-01-09 19:25:31	1	进程 21146 收到信号 0
2020-01-09 19:25:32	1	进程 21146 收到信号 0
2020-01-09 19:25:33	1	进程 21146 收到信号 0
2020-01-09 19:25:34	1	进程 21146 收到信号 0
2020-01-09 19:25:35	1	进程 21146 收到信号 0
2020-01-09 19:25:36	1	进程 21146 收到信号 0
2020-01-09 19:25:37	1	进程 21146 收到信号 1
2020-01-09 19:25:38	1	进程 21146 收到信号 0
2020-01-09 19:25:39	1	进程 21146 收到信号 0
2020-01-09 19:25:40	1	进程 21146 收到信号 0
2020-01-09 19:25:41	1	进程 21146 收到信号 0
2020-01-09 19:26:29	1	进程 21226 收到信号 0
2020-01-09 19:26:30	1	进程 21226 收到信号 0
2020-01-09 19:26:31	1	进程 21226 收到信号 0
2020-01-09 19:26:32	1	进程 21226 收到信号 0
2020-01-09 19:26:33	1	进程 21226 收到信号 0
2020-01-09 19:26:34	1	进程 21226 收到信号 0
2020-01-09 19:26:35	1	进程 21226 收到信号 0
2020-01-09 19:26:36	1	进程 21226 收到信号 0
2020-01-09 19:26:37	1	进程 21226 收到信号 0
2020-01-09 19:26:38	1	进程 21226 收到信号 0
2020-01-09 19:26:39	1	进程 21226 收到信号 0
2020-01-09 19:26:40	1	进程 21226 收到信号 0
2020-01-09 19:26:41	1	进程 21226 收到信号 0
2020-01-09 19:26:42	1	进程 21226 收到信号 0
2020-01-09 19:26:43	1	进程 21226 收到信号 0
2020-01-09 19:26:44	1	进程 21226 收到信号 0
2020-01-09 19:26:45	1	进程 21226 收到信号 0
2020-01-09 19:26:46	1	进程 21226 收到信号 0
2020-01-09 19:26:47	1	进程 21226 收到信号 1
2020-01-09 19:26:48	1	进程 21226 收到信号 0
2020-01-09 19:26:49	1	进程 21226 收到信号 0
2020-01-09 19:26:50	1	进程 21226 收到信号 0
2020-01-09 19:26:51	1	进程 21226 收到信号 0
